audio,text
train_converted/1483.wav,tsiah pa be
train_converted/1484.wav,tak pau hueh kuan hueh tiong sim long e kiam tsa u B C kuann penn bo tso li hong sim
train_converted/1485.wav,lau kiat gak pha hng tai bun kang tsok sik hu tsik jin
train_converted/1486.wav,ji tsap kau tsu lang kah loo le
train_converted/1487.wav,tsit ma ah tioh kue ni tsiah u bah thang ho tsiah
train_converted/1488.wav,kong tioh siu tsip su iong tsia e tsu sin Facebook bin tsheh si se kai siong kai li hai e kuai but
train_converted/1489.wav,a siat su a au piah kan tann e tshut hian B B thau tsing kan tann e tshut hian a tsit nng e su it ting e sing tui tshut hian
train_converted/1490.wav,lan lai khuann tsit le pai e thinn khi
train_converted/1491.wav,sin bun e tsap liok it kiu it sam
train_converted/1492.wav,na tu tioh luan liu tshiann tak ke kin tse hoo ho an tsuan tua kin ka ha hoo an
train_converted/1493.wav,ma tua pa sann hue
train_converted/1494.wav,loh hoo thinn honnh loo kut kut he han too luh tioh ai liah hoo an
train_converted/1495.wav,lok a hiann ai sui tak jit to tshing kah pha li pha lih
train_converted/1496.wav,ka su hit tong si gua na tsit ma to ho kue ah
train_converted/1497.wav,gua beh tinnh
train_converted/1498.wav,tsin sui oo bo lun siann mih lang khuann ma e kah i
train_converted/1499.wav,tha tha mih ti huan thinn e si tsun ma be sip sip khun khi lai khah khuinn uah
train_converted/1500.wav,phah lin thau khuann gun tshu lai bin lah
train_converted/1501.wav,i pi siann lang long pin tuann
train_converted/1502.wav,tsinn hong si hong tshue tian hian jun sing kah sit lik e si
train_converted/1503.wav,li khi to ui
train_converted/1504.wav,u khuan koh u se li e jin sing kam to sng si sing kong lian hua siau se
train_converted/1505.wav,m na an ne i koh tsin tua siann leh phue phing tui kiu te ki kah su lin li ike siau hui tsu gi
train_converted/1506.wav,lai khi
train_converted/1507.wav,phang kong kong koh phong phue phong phue tsin siunn beh ka thau tsim tsit e
train_converted/1508.wav,sann tsap kau ka siat ku ka siat ku si hok hap ku e tsit tsiong i si iu nng e kan tan e ku tsoo sing──
train_converted/1509.wav,lai khah tshio e oo
train_converted/1510.wav,tsia e niau a tsin ai kah lang tau tin
train_converted/1511.wav,ho ho
train_converted/1512.wav,aih ioh
train_converted/1513.wav,sui lian bin tsheh than tsin tse tsinn tan si Tufekci in iong bang loo tsuan ka Ethan Zuckerman soo kong e bin tsheh tsit ko gueh ping kin ui mui tsit e su iong tsia tsiah than tioh nng kak bi kim tse piau si kho kong ko than tsinn e loo ma i king kiann be thong a
train_converted/1514.wav,gun ma mah lah
train_converted/1515.wav,u gua u siunn tioh
train_converted/1516.wav,khah tsa na si iu ke siunn bai OPEC e kuat ting kiam san lai sak kuan ke siau
train_converted/1517.wav,tak ke ka siau lian ke ki ki tuh tuh long kong i tsinn siunn liong siong lang siunn gong
train_converted/1518.wav,aih ioh lau e ah tann beh an tsuann leh
train_converted/1519.wav,su sit siong Obama tsing hu it hiong kiann tsit khuan ui au piah ling to pi bian ka ti khi tsian e tsing tshik ma siu tioh tsin tse phue phing
train_converted/1520.wav,a ma tshoo loo tshoo loo
train_converted/1521.wav,hit e lang ma leh ki na e leh ka lan sueh to sia
train_converted/1522.wav,siau lian ke tit tioh pe bu e tong i liau au to huann huann hi hi tue han tsing li khi sian kai oh pun ling looh
train_converted/1523.wav,na si li kong e m si lah
train_converted/1524.wav,kuai gin a li u iann tsin tah sim
train_converted/1525.wav,Adidas tsit kui ni ma oh Nike siat ke tsit kua sik tsui kiau e e a
train_converted/1526.wav,pun tsiann si tsit e su sit ah su iau gua khi pian kai
train_converted/1527.wav,u e si tai hua su tian lai bo tsit e su
train_converted/1528.wav,a put lah tsit e m tsiann kiann kan na tsiok li hai e hannh
train_converted/1529.wav,bian kheh khi
train_converted/1530.wav,kiann loo ban kue tse tshia
train_converted/1531.wav,han tsing li bi bi a tshio leh kong gua ti tsia thing hau tsiok tse kang a lah huat kak ai phinn lang kah siau tham e lang sit tsai u kau tse kan tann li sim kuann sian liong be siu pat lang ing hiong soo i gua kuat ting suan li tso gua e too te
train_converted/1532.wav,hngh
train_converted/1533.wav,a sing kin a jit u khi kong si
train_converted/1534.wav,ah na tsiau an ne ka kong khi lai in ui koo su sun si si tsiau sia tsok si kan to thau pai thok tsia kiam tshai e kam siu tioh tsit e sia tsok sim thai e tsuan pian ia ku kann
train_converted/1535.wav,lin ti tueh khioh tioh tsinn
train_converted/1536.wav,tsiann tse hak hau thau tsit mng kho to si ka C plus plus e
train_converted/1537.wav,kiong khuan hoo siong tik tui bo huat too it ti hing tong ti si tsap ni tsing e Cambodia an ne
train_converted/1538.wav,tsit pun tsheh jua tsue tsinn
train_converted/1539.wav,tian iann gua si tsiann u hing tshu tan si khiong poo phinn gua toh bo siann hing tshu ah
train_converted/1540.wav,keh tng kang han tsing li ka tsit tua tann e inn a koh tann khi tsa hng be inn a e soo tsai tak ke tsit e khuann tioh han tsing li long e e kheh kheh kuann kin kin ui ua lai
train_converted/1541.wav,u tsit kang lai tsit e tshing tshah kai ko siong e tiong lian hu jin lang khan i e tsa boo kiann ui tiam thau kiann kue
train_converted/1542.wav,hngh
train_converted/1543.wav,siu kuan
train_converted/1544.wav,na e kau tsit tsun iau bue pue tng lai lah
train_converted/1545.wav,tsit tng hoo gua tshiann gua lu VISA to ho
train_converted/1546.wav,pang tshiu lah
train_converted/1547.wav,sann ni tsing si ang
train_converted/1548.wav,ping tshiann piau si tse si tsit e kok ka e te it pai
train_converted/1549.wav,tsa poo gin a tiann tiann e sang tsioo koo le too hoo tsa boo gin a siunn be kau suah hoo lang lu tsiah lu pui
train_converted/1550.wav,li khuann li e thau mng liam thi thi tsuan poo ko ko tso tsit hue
train_converted/1551.wav,thinn khi ling ah ai ke thah tsit nia jian ba
train_converted/1552.wav,hngh gua na u phah sng pai tui gua tshua lin tsit kui e tshut lai tshong siannh
train_converted/1553.wav,ooh
train_converted/1554.wav,gua ka tshiam tsit pah khong tshit ban kiat ko kin a jit khui tshit ho
train_converted/1555.wav,pai pai m bian huan lo hiunn ian hun kiang kiang
train_converted/1556.wav,tsit ma sia bang tsam tsiann thiam thau long ai iong tioh Webpack tsiah u thang tso tai tsi
train_converted/1557.wav,li kam u beh lai sng PS two
train_converted/1558.wav,lin tsoo ma na ka li mau lueh mau kah oo tshenn li to e hiau ah
train_converted/1559.wav,e
train_converted/1560.wav,tsit tui tshing tshun i king si tsing luan si phoo siong ai tsin lan hun
train_converted/1561.wav,a ti a bin a tsai e kau hia
train_converted/1562.wav,lan lai khi sa kha li bah tsiah o a tsian kah kuann tsha pang
train_converted/1563.wav,sann tsap sann te gak kah thian tong
train_converted/1564.wav,in ui tsing hu suan thuan tsi ha e bi kok e hu bin e in siong tu ho to huan ing Russia e hian sit
train_converted/1565.wav,tian ko tshue pi ga suh loo li pian
train_converted/1566.wav,tsit khann sir tian le su e tiann si siang thai e oo
train_converted/1567.wav,ha hah hah lin hiah ni ai tsiah gua tong lian e koh lai loo han tsing li tshio kah tsiann bo tsu lian
train_converted/1568.wav,m thang lah an ne siunn moo hiam
train_converted/1569.wav,tsit hue to e kue to be kue ah
train_converted/1570.wav,tsit su siat tsuh ai thah tsit e ho e ne kut tai khah tsing sik
train_converted/1571.wav,i hoo phing lun tsia sia kong lo ma thian tsu kau ting tsit ma si it liap it e tsu pun tsu gi phue phuann tsia
train_converted/1572.wav,pi tsi
train_converted/1573.wav,gua e bak tsiu iau sa bui sa bui bue se bin to kuann kin khi pai hong
train_converted/1574.wav,e bin a am un loh hoo e
train_converted/1575.wav,u hoo sin ti mng kha khau seh kue lai koh seh kue khi
train_converted/1576.wav,lin tiong kok lang teh thak sing king e thai too tsin ho na thak na teh thim thau
train_converted/1577.wav,i lu hiu huah kak hue a lu thiau i koo phun kah soo hue a tsuan sin bo tsit jiah si peh e an ne tsiah loo tshut kang tshong iann e kan hiong tshio
train_converted/1578.wav,tsue au tsiok tak ke sin the kian khong ban su ju i u ki hue tsiah koh lai tsia thit tho
train_converted/1579.wav,se hoo tshing khi
train_converted/1580.wav,i m bat lai kue han kok
train_converted/1581.wav,heh heh
train_converted/1582.wav,gua tsit sut a to buai siong sin tsia e tshut te ui uan e tshau siu
train_converted/1583.wav,ooh ong po tshuan sih ping kuilai looh
train_converted/1584.wav,li mai iong ie a lah iong Chrome ah si Firefox tsiah phah e khui
train_converted/1585.wav,phah kau tioh ai khuann tsu lang
train_converted/1586.wav,kha tsit thong tian ue mng gun lau bu tsiah pa ah be
train_converted/1587.wav,ji tsap it tso bo khang khue tsue kin u ing bo kang khuan tsin bo ing neh tak ke tak jit phah piann
train_converted/1588.wav,m koh lai tsu tang au sin tshi tiunn e li ik i king tsiam tsiam ta khi au tsiu tsi u ke siok ng tang huat tian
train_converted/1589.wav,heh si gin a
train_converted/1590.wav,gua e pau tshai bue tng khi
train_converted/1591.wav,ma huan i khia kue lai ka gua tsai ho bo
train_converted/1592.wav,li kiu ai khng hoo ho bo tan leh khok khok lian e tshue bo
train_converted/1593.wav,tsit ma beh khai si ting ki a pat khong ji pan ki e li kheh tshiann kau te it khu pai tui ting ki
train_converted/1594.wav,tong but po hoo huat kui ting kim tsi su iong liah siu ngeh
train_converted/1595.wav,heh heh mai tsau lah
train_converted/1596.wav,tshio iong mua bin ho tshun thinn
train_converted/1597.wav,tshiann mng ting thai thai e tsa boo kiann kin ni kui hue
train_converted/1598.wav,tse tai uan thau tsit tshut se kai te it ting beh ti lan kok tse tua hi inn liong tiong hian ing ooh
train_converted/1599.wav,i the tshinn gua ai tsiah ioh a
train_converted/1600.wav,be
train_converted/1601.wav,na u ai i tshiann li kuann kin lai piau si long tshuan koo niu u tsing kah u i
train_converted/1602.wav,long leh too sat tsong kau siong e i ki
train_converted/1603.wav,au pai khuann li kann iah m kann
train_converted/1604.wav,tsit ki pit i e honnh
train_converted/1605.wav,tong lian u su iau pau kuah tui siunn beh oh tai gi e gua kok lang ma pau kuah lan tsit tai kah e tsit tai
train_converted/1606.wav,li lang na bo song khuai e tang khi hong sio ma sa tsi tsit e
train_converted/1607.wav,lim tiunn lo tshut lai tak ke ip le to hun pin tsu tse loh
train_converted/1608.wav,tsuan poo long puann puann tshut khi
train_converted/1609.wav,tsit tsiong thak khooh e bah kai kau kai khiu kai ho tsiah
train_converted/1610.wav,m koh kui liap tshinn hoo kok ong hit nia tshio kiak kiak e tiau phue le hok kham liau liau
train_converted/1611.wav,si hai ing tsit bue tsit bue gin sik e hi a sio tsinn beh peh khi lai huann ting
train_converted/1612.wav,Seven eleven e thian pu lah si ki goo tsap khoo
train_converted/1613.wav,tse ua sa bih na e hiah ni hiam lah hiam kah gua tioh sng phi
train_converted/1614.wav,tse i king kiau jiau lan ti suann ting e hoo tong
train_converted/1615.wav,tsit ma si an tsuann
train_converted/1616.wav,ai tsing pi tsiah khah ho mah
train_converted/1617.wav,i a li be kui phinn
train_converted/1618.wav,gun lau pe i king tsiong gua tah ing
train_converted/1619.wav,ling to po siu lian bing e o tsiu tsong li Tony Abbott pun lang huan tui tong sing hun in m koh tsan sing khai hong i e tsu iu tong e gi guan tsiau ka ti e i su tau phio
train_converted/1620.wav,tsit e gin a tsit kai kho tshi tsin poo kui hun
train_converted/1621.wav,tsit khoo tsa boo gin a u iann tsiann niauh kiauh iong tsong e
train_converted/1622.wav,to tsi si khau ho nia
train_converted/1623.wav,si ti khi too sim kah hian sit tsu gi tiong kan tshue tioh ping hing
train_converted/1624.wav,Iran tsi tshi e kun su hing tong pho hai an ting bi kok long kik tiam tiam an ne e koo le Iran lu lai lu kann
train_converted/1625.wav,hngh
train_converted/1626.wav,li ho gua si ngoo ji sam su tshia tshu e tshia tiunn u lu kheh mng kong kam u lang ti tik lam tsam e tsin tsam khau khioh tioh tsit tiunn tshenn sik e sin iong kha to sia
train_converted/1627.wav,u se hong kuan tshat tsia sim tsi jin ui i king tshut hian tsok kun too sat e tsa ki iann tsiah
train_converted/1628.wav,in ui li hai gua tsa me khun bo ho
train_converted/1629.wav,ke tse i king tui hiong kang thuann kah kui a tsiu tak ke tioh ai tsu i
train_converted/1630.wav,tsit peh phinn koo su gua m tsai beh an tsuann pai tsing au soo i to tsiau si kan ui tsue kin sia e pai khi kah siong tsin tsing
train_converted/1631.wav,to tsit khuan se thau tsui siong thian jian lai be nng kuan a tng khi tshi khuann mai a
train_converted/1632.wav,ah li tsuan poo ka ting khi lai beh tui toh tshut lip
train_converted/1633.wav,a peh a m
train_converted/1634.wav,Obama tui Saudi tsai lai e tsit lak e pho su uan kok ka sing lok e tsi tshi in huat tian kok hong lai hong pi Iran e ui hiap
train_converted/1635.wav,lin tse tseh tng lai ah neh
train_converted/1636.wav,tshua bun giok sio tsia tshua bun giok sio tsia li e ping iu tng leh tshue li tshiann kau te it hok bu tai sio tan to sia
train_converted/1637.wav,hau lau su ah hau lau su
train_converted/1638.wav,te si tsap peh phinn tai uan kau iok tsi it huat kok e tai hak sing m bat Hugo bo kho ling
train_converted/1639.wav,honnh honnh honnh eh li tsia e thang a mng honnh long ka ting ting khi lai
train_converted/1640.wav,ah m siunn li tsuann iunn na khuann hong hun kau to lai siunn li bak sai lau
train_converted/1641.wav,tak ke long leh iau kiu pat lang kai tsing in e tsok ui gua si ui li ho gua si kuan sim li
train_converted/1642.wav,beh tshong sainnh
train_converted/1643.wav,li tioh ai tsiah hoo pa
train_converted/1644.wav,gua be lai
train_converted/1645.wav,lan tsoh tshan lang si beh an tsuann tua hu kui
train_converted/1646.wav,u u si a e kam kak na au ngiau ngiau
train_converted/1647.wav,Russia na si tsin tsiann kah se hong khai tsian ma e tsin tsiah lat
train_converted/1648.wav,ka li kong na beh khuann tsu to tiam leh au pang lah
train_converted/1649.wav,gua beh ka tshai sing be be tng lai tsiah khi khun
train_converted/1650.wav,sai thoo la khuh liau au i e sin the pian khah bai
train_converted/1651.wav,li beh be hoo siu kuan in sio be a tsiah e tioh m
train_converted/1652.wav,Stephens to si khau se kiong ho tong kong in huah beh an tsuann tshu li tiong tang tiong kok kah Russia
train_converted/1653.wav,tsit tiau loo gua tsiann sik
train_converted/1654.wav,i ia bo kong m tioh
train_converted/1655.wav,a bu ioh a ho ah
train_converted/1656.wav,i teh mng tak ke beh tsiah siannh gua beh phang kong kong e iu tshang piann li leh
train_converted/1657.wav,ai io ue koh sin e liooh
train_converted/1658.wav,liok tsai tsu se siong kisi sng te kui tshut lah
train_converted/1659.wav,Tufekci ki tshut sia kau mui the ting bian hui e bang loo hok bu e tua bun te to si kho kong ko than tsinn e siong giap boo sik
train_converted/1660.wav,ui pio it khuann khi lai han lo e poo hun mi kah CR sng tshut lai e kiat ko khah it ti
train_converted/1661.wav,tsu i tue a biau liau au kian pai na beh tshut gua e si tsun long hoo a biau tshing tiau tiau in tuan si kak hue a e khuan iunn long hoo lang tsiok o lo e tsit kua tsau gin a phuann e sann ua lai m tsiah e a biau ju lai ju kah i kak hue a
train_converted/1662.wav,tak ke ui tioh beh tsiah bian tsinn e inn a m kuan tsa poo tsa boo long siunn tsin pan huat ka sann liap tua liap inn a tsiah loh khi
train_converted/1663.wav,eh tshai na e tang be hiah ni tse tsinn
train_converted/1664.wav,ke lang liau au tsi u giah tsing khu thui tsing bi theh pua ki pua bi sau thoo kha hong thai ong koo iunn tshi kiann to kau giah ah bat ji bo loo iong
train_converted/1665.wav,ah hia to a tsiunn peh a in tshu mah
train_converted/1666.wav,it han lo iong ji bo it ti ti su tng su hau ko bo ho
train_converted/1667.wav,tiong iau e m si bun ji si jin sing si sim
train_converted/1668.wav,ah tse siann siann tsit kua siau niau kui tua tui lah
train_converted/1669.wav,long tsong ka ia ia tshut lai
train_converted/1670.wav,gua bo ing liau to sui kue khi
train_converted/1671.wav,siang lang tho tshan ai peh pah tshit ho giah lang tsiah tsiah e khi lah
train_converted/1672.wav,kau tshu liau au ai e ki tit iong Line kha hoo gua
train_converted/1673.wav,gong tshiunn li phian siau e oo
train_converted/1674.wav,ing tshan a lai lai lai lai tse tsia tse tsia
train_converted/1675.wav,hun sik ka kong bok tsing huat sing hik tsu tsian tsing e hong hiam
train_converted/1676.wav,lau su tu tsiah kong e si siann mih i su gua bo se ji khun khi ah siann mih long bo thiann e
train_converted/1677.wav,a ing a e hit tiunn HTC koo phio tsit tshing khoo lak kah tsit ma tshun bo tsit pah
train_converted/1678.wav,lang bo ai lah
train_converted/1679.wav,tsuan tai uan u nng tshian sann pah goo tsap it ban lang pi ku ni ke tsit ban lak tshing nng pah peh tsap peh e
train_converted/1680.wav,ke tsiah lin jin tui bak tsiu u tsin tua e pang tsoo
train_converted/1681.wav,tse si bi kok tsu tshim ki tsia Christian Caryl soo sia
train_converted/1682.wav,ti hit ping oo
train_converted/1683.wav,ti hian tai lang e bak tsiu lai te su sit na bo sia tiam bun kiann ting thau to m si su sit
train_converted/1684.wav,gi su tah phue collocation si hak sip gi su an tsuann su iong tsin ho e kang khu
train_converted/1685.wav,peh pah khong sann phinn Hillary Clinton beh tsiong kiat tai liong kam kim
train_converted/1686.wav,u jiau pe a po kong hit king gu bah tiunn u leh thiau su to lip puh soo i king tshat ti au piah khia piah beh lai liah。
train_converted/1687.wav,li lang bin hiah khuah ma ka gun lu ping iu tshue khuann u tsit hang thau loo bo
train_converted/1688.wav,ah gua tsit tsun ka li kong
train_converted/1689.wav,lau hue a tsan siann e pi siau lian lang kiam lak tsap tshit pha
train_converted/1690.wav,liu ting sng giuh giuh
train_converted/1691.wav,m thang tak kang kik sai bin hann
train_converted/1692.wav,beh siann poo
train_converted/1693.wav,pun liat tshia si it khong it kiu tshia tshu king iu suann suann khui ong ko hiong e tsu kiong ho liat tshia beh ong au lang uan li hai suann e lu kheh tshiann ti pun tsam puann tshia
train_converted/1694.wav,ting ki king tse hak jintsiu khan tsit phinn bun tsiunn hun sik kong thiu iah gam tsioh iu e ki sut huah tua poo ting ting in soo khuann lai iu ke tsin kho ling tng ki i tshi bok tsing e tsui tsun tsioh iu su tshut kok ka tsoo tsit OPEC huann puann e iu se put tsai
train_converted/1695.wav,khun khun leh tsiah koh kong
train_converted/1696.wav,tai tshuan kong ho gua to iau koh teh siunn koh
train_converted/1697.wav,tai uan te it ki tua ki e tian iann ong po tshuan sih ping kui
train_converted/1698.wav,peh suann e si ma tioh sui si kiam tsa ti hui tshiu ki be tang loo su jim ho tsit tiau sin sit
train_converted/1699.wav,tsit e a put lah ooh sit tsai u kau kau bin sin e
train_converted/1700.wav,li khi khuann Youtube kam u li kah i e im gak
train_converted/1701.wav,Three m si bi kok kong si tu khai si tsu iau si leh be kang giap iong phin au lai tauh tauh a tsuan hing tsuan tso sing san sing uah iong phin tshin tshiunn liam poo tshai kue poo tsue kin kui ni in koh u leh be tsim thau
train_converted/1702.wav,tu hui si pok huat tiong tai tshiong tut tso sing se kai siong tua e tsit kua iu tshan thing tsi kiong ing ah si su kiu hiong hiong tshing kuan
train_converted/1703.wav,kok ui lu kheh tshiann mng siang u pun so beh tan bo
train_converted/1704.wav,a ban a tng khi tsiah hi tsiu
train_converted/1705.wav,gi gian huan ik si to tui to lan thau kue hua gi tui ik su liah su lui tsit e kue ting to u kho ling e tiong tsit kua bo pit iau e su lui tshut lai
train_converted/1706.wav,e bin si pun sit giam e tso huat
train_converted/1707.wav,hut mng huat su tsia te tsing tsai san khi tshiong tut sim tsi tsham lah sap ue to kong tshut tshui
train_converted/1708.wav,gua kin lai sai tshia hannh
train_converted/1709.wav,gua khuann tioh e ti a
train_converted/1710.wav,i tsai iann beh an tsuann lai suan thuan ka ti e tian iann
train_converted/1711.wav,i pue tshut lai
train_converted/1712.wav,lang e sim kuann
train_converted/1713.wav,gua si lin tsit peh kang e to iu gua ho tso lua le keh kio gua a keh to ho lan tsit ma beh li khui ki tiunn sing khi uan lim hoo the luh hioh khun
train_converted/1714.wav,iau koh tiam tsia thuat
train_converted/1715.wav,ooh ooh ooh
train_converted/1716.wav,li khuann li kui sing khu khi hoo iu phun kah an ne li na beh tsinn mih kiann toh sing tshing e pu long
train_converted/1717.wav,tan si Caryl koh khah bo lok kuan
train_converted/1718.wav,tsang khuann e hit tiunn bok sin gu tsiah tu khai si bo gua ku to ka tui tshiu ko khi ah
train_converted/1719.wav,ah li an ne ue thiann bo tshing tshoo kinn bin tsit siann to ka gua an ne
train_converted/1720.wav,phuann bing an ia piau si te it hun tsok gi kong bun kiat hap pin tong kuan tshui sak e khue hok thuan thong mia senn
train_converted/1721.wav,kok ui sian sinn sio tsia lan tsit ma lai kau tshut king tua thiann gua tsit ma khi check in su iau sann tsap hun tsing tshiann tak ke hing li tsip tiong tshiann tsuan lang lai koo
train_converted/1722.wav,u tsit jit gua ti kue loo teh kiann u tu tioh tsit e se han gin a hiong hiong tsau tshuan ke khi hit si loh seh tu a tsinn kue loo tshi tshi hit e gin a bo sue ji teh tsau e si kha tioh tak puah to
train_converted/1723.wav,tsing tsit jit li kam m si kong siann mih lang u tsit king tshu beh tsoo lang
train_converted/1724.wav,kong ho lak tiam tam tsia sio tan ah lang le
train_converted/1725.wav,tsua ku tsau bo pi tsua kin
train_converted/1726.wav,e gua leh tso tiam uan
train_converted/1727.wav,ah m siunn li tsuann iunn gua iu koh siunn khi tsa jit tam luan e tshiu pinn
train_converted/1728.wav,beh an ne
train_converted/1729.wav,m koh i ma si pha pha tsau
train_converted/1730.wav,thau khak le
train_converted/1731.wav,hit e a peh tak pai theh tioh mai ku to m khing pang li ai khah tsu i leh mai hoo i tsiunn tai
train_converted/1732.wav,Email gua kia ah ma u CC tsit hun hoo gun tsong e
train_converted/1733.wav,gua na u leh
train_converted/1734.wav,m bian li ke po
train_converted/1735.wav,m
train_converted/1736.wav,tsit ma thau tiong tau honnh jit thau tng me kin ka kha tian giu khi lai
train_converted/1737.wav,Yahoo i tsa tsiann u mia m koh tsit ma i king to ah
train_converted/1738.wav,in ka tshing pah ni e hong kian tse too phah phua khai tshong jit pun hian tai hua e ki tshoo bue a kuann liau kah tsing kheh tuat tshu sing ko。
train_converted/1739.wav,tshin tshai tsit e BOT an long ma ai sann goo tshing ban be kong tit kui
train_converted/1740.wav,ka phue tuann hiannh tshut lai phak phak leh
train_converted/1741.wav,kho lian tai ah kho lian tai soo hue a tsit tsun hoo too kah bo sing tsit nia sann a iunn i na khuann ka ti na siong sim hian put hian khut ti tso a lai te kio thinn thinn be in kio te te be tap suah it tit tua khau tua hau
train_converted/1742.wav,tsin to sia honnh
train_converted/1743.wav,suan oo tsiau bo pi hai tshau ta senn liau khah ban
train_converted/1744.wav,ti leh te hong siong si u pue hun e lang
train_converted/1745.wav,i e hiau be
train_converted/1746.wav,pun bun si khia ti tsu sin kho hak e kak too the tshut hian si ling gua tsit e thang ho un iong e hong sik li iong tai gi bun gi liau khoo tsit e tsu guan lai kian lip tai gi gi su tah phue e tsu liau
train_converted/1747.wav,kak hue a tsit khuann iong thoo te sia gan e piau tsing liah tsit e sin tshu pinn kim kim khuann
train_converted/1748.wav,goo boo khah kua khah tshoo si ma khah tsoo siau hua li ai ke tsiah tsit tiam a
train_converted/1749.wav,e beh lai se thau ah lah
train_converted/1750.wav,tse te bo ho phainn loh au
train_converted/1751.wav,gua tu ho u sun loo bo gua tshua li lai khi honnh
train_converted/1752.wav,i tsio tsap gua e sin e tit kue e hiann ti a tso hue khi tng kuan tiunn
train_converted/1753.wav,i bo siu li
train_converted/1754.wav,pi lun kong Islam kok si tsit e tua ui hiap m koh Iran koh si Islam kok e si tui thau
train_converted/1755.wav,tsin ho tsin ho
train_converted/1756.wav,pun sit giam iong su lui si a N kah V N tso thai suan
train_converted/1757.wav,he lang beh ai e neh ui siann mih ka tan tiau
train_converted/1758.wav,tsiok kho onn
train_converted/1759.wav,ban tshiann leh sian sinn u kau tai m ho jip khi
train_converted/1760.wav,i be to sann pun tsheh
train_converted/1761.wav,tsit ma un tsiang than tsinn si lu lai lu sin khoo
train_converted/1762.wav,iau koh u si kan tak ke e tang khi seh bian sue siong tiam tsiah khi hau ki sik tan thai ting ki
train_converted/1763.wav,tsit e ah si hit e
train_converted/1764.wav,ling gua hit sann e ui au piah sak gu kha tshuinn an ne sak tsit e thom tsit poo bu tsit poo tsiah tsiunn tshia
train_converted/1765.wav,kan tan kong beh sng CR of AB to ka gi liau lai te e su tsoo hun tso si e poo hun thau kue ting bin e kong sik lai ke sng
train_converted/1766.wav,tsit khau khui lin pe gua thun be loh khi
train_converted/1767.wav,si m si kam kak koo tuann sai ho tshia tua piat tsong li e senn mia kam u tit tioh sing tsiu
train_converted/1768.wav,ji khong it ji ni lak gueh ti tai tiong
train_converted/1769.wav,li lau e senn lai iu guan tsin hun bing
train_converted/1770.wav,kheh thiann tua mng hiong siann mih hong hiong
train_converted/1771.wav,ji khong it ji ni tsap ji gueh ti tai tiong
train_converted/1772.wav,ting le pai khan ti gua kau tsing tshiktsap tsi bang tsam e tsit phinn bun tsiunn lai te mng e bun te
train_converted/1773.wav,gua e kau
train_converted/1774.wav,iau m si tak e lang long e thiann tshin tshiunn bi kok kiong ho tong kah tsioh iu kai e kui na e thau lang to to tuann a
train_converted/1775.wav,i siunn beh ainn a ma khi hoo i sing khuann
train_converted/1776.wav,than in ang tsit kui kang bo ti i sing khu pinn gua sio ka kuan sim tsit e
train_converted/1777.wav,tshiann li ka hun tshuh hoo hua
train_converted/1778.wav,gua kong li koo mng
train_converted/1779.wav,an kiam khang khiah ka sik huan phut siong kuan hoo jin
train_converted/1780.wav,tsit nng tsiong he a e the hing tua se tsha put to
train_converted/1781.wav,ho sim e gok hi sian sinn li si ti se kan te it ho sim e gok hi
train_converted/1782.wav,tse sann e tiam hia thau khak jiau leh jiau leh siunn tsin ku to siunn bo
train_converted/1783.wav,ja juh e kin si ti hui tsiu tsit e im gak e tsiat tsau kah i e tsing sin to si tsa ki loo le po liu loh lai e thuan thong
train_converted/1784.wav,in ti tiong tang e kui na tiau tsian suann ting kuan tsi tshi bo kang e tsing khuan ah si thuan the sio tsian pau kuat ti Syria Iraq Lebanon Yemen ting soo tsai
train_converted/1785.wav,tua tse ke gua bo kui hue
train_converted/1786.wav,iau u khi tsui siunn tse thng tong lian tsiu ma be saih
train_converted/1787.wav,tse tshut tshia ho liau au tshia e ban ba uai khi ah
train_converted/1788.wav,lo se a e tai hak sing tui Dostoevsky bo siann mih in siong tsuat tui be an ne
train_converted/1789.wav,tak ke khuann u lang tsiah lak liap long khiong kiann ka ti tsiah su lang ma long kio lak liap lai tsiah
train_converted/1790.wav,ti hak hau kau bo ping iu
train_converted/1791.wav,lan i king kiann tsit tuann loo a sing tshue tsit king hoo the luh khiu khe tsit e ho bo
train_converted/1792.wav,tai tsi ai ka mng hoo tshing tshing tsho tsho
train_converted/1793.wav,ah bo tsuann iunn a lah
train_converted/1794.wav,bin a tsai pian koh khah luah
train_converted/1795.wav,gun long tsah pian tong khok a khi KFC te ma ling tsi tsinn
train_converted/1796.wav,lang na ti i e bin thau tsing teh kong khah tsa gua sing aan tsuann tu an tsuann khonn onn sui siunn tioh guan a kong ma si gua sing a to tiam khi ah
train_converted/1797.wav,li khi kah hit e tsin sang khuann lin beh an tsuann su iann
train_converted/1798.wav,tsiah tioh sng kiuh kiuh
train_converted/1799.wav,m koh tsiann kho sioh tsit e too te ti tioh tsit tsiong kuai penn sian i to i be ho suah tshit siau lian peh siau lian to lai kue sin khi
train_converted/1800.wav,io ah io ni bu
train_converted/1801.wav,na tsun beh tshue tsit e sim kuann sian liong koh lau sit kho kho e too te tiann tioh ai sing tshi tham khuann i e sim kuann ho bo i sim lai na phah sng na leh siong si khoo ui a e khuan king
train_converted/1802.wav,hak tsia Zeynep Tufekci tsue kin tau ko New York si pokong i kam guan lap tsinn su iong bin tsheh ka ka ti tsu liau e tsu khong khuan kheh to tng lai
